HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:46777	RN7SL761P	RNA, 7SL, cytoplasmic 761, pseudogene	Approved			13q21.33		
HGNC:46782	RN7SL766P	RNA, 7SL, cytoplasmic 766, pseudogene	Approved			13q12.11		
HGNC:46799	RN7SL783P	RNA, 7SL, cytoplasmic 783, pseudogene	Approved			13q34		
HGNC:46826	RN7SL810P	RNA, 7SL, cytoplasmic 810, pseudogene	Approved			13q22.3		
HGNC:44282	RNA5-8S1	RNA, 5.8S ribosomal 1	Approved			13p12		
HGNC:42600	RNA5SP24	RNA, 5S ribosomal pseudogene 24	Approved	RN5S24		13q12.11		
HGNC:42601	RNA5SP25	RNA, 5S ribosomal pseudogene 25	Approved	RN5S25		13q12.11		
HGNC:42602	RNA5SP26	RNA, 5S ribosomal pseudogene 26	Approved	RN5S26		13q13.3		
HGNC:42603	RNA5SP27	RNA, 5S ribosomal pseudogene 27	Approved	RN5S27		13q14.13		
HGNC:42604	RNA5SP28	RNA, 5S ribosomal pseudogene 28	Approved	RN5S28		13q14.3		
HGNC:42605	RNA5SP29	RNA, 5S ribosomal pseudogene 29	Approved	RN5S29		13q14.3		
HGNC:42606	RNA5SP30	RNA, 5S ribosomal pseudogene 30	Approved	RN5S30		13q21.1		
HGNC:42607	RNA5SP31	RNA, 5S ribosomal pseudogene 31	Approved	RN5S31		13q21.2		
HGNC:42609	RNA5SP33	RNA, 5S ribosomal pseudogene 33	Approved	RN5S33		13q31.1		
HGNC:42610	RNA5SP34	RNA, 5S ribosomal pseudogene 34	Approved	RN5S34		13q31.3		
HGNC:42611	RNA5SP35	RNA, 5S ribosomal pseudogene 35	Approved	RN5S35		13q31.3		
HGNC:42612	RNA5SP36	RNA, 5S ribosomal pseudogene 36	Approved	RN5S36		13q32.1		
HGNC:42613	RNA5SP37	RNA, 5S ribosomal pseudogene 37	Approved	RN5S37		13q32.1		
HGNC:42614	RNA5SP38	RNA, 5S ribosomal pseudogene 38	Approved	RN5S38		13q33.2		
HGNC:42615	RNA5SP39	RNA, 5S ribosomal pseudogene 39	Approved	RN5S39		13q33.3		
HGNC:44278	RNA18S1	RNA, 18S ribosomal 1	Approved			13p12		
HGNC:44286	RNA28S1	RNA, 28S ribosomal 1	Approved			13p12		
HGNC:44274	RNA45S1	RNA, 45S pre-ribosomal 1	Approved			13p12		
HGNC:25671	RNASEH2B	ribonuclease H2 subunit B	Approved	DLEU8, AGS2	FLJ11712	13q14.3	AK021774	NM_024570
HGNC:39967	RNASEH2B-AS1	RNASEH2B antisense RNA 1	Approved			13q14.3		
HGNC:10069	RNF6	ring finger protein 6	Approved		DKFZp686P0776	13q12.13	AJ010346	NM_005977
HGNC:10060	RNF17	ring finger protein 17	Approved	TDRD4	Mmip-2, SPATA23, FLJ11045	13q12.12	AF285602, AK001907	NM_031994
HGNC:17267	RNF113B	ring finger protein 113B	Approved	ZNF183L1	RNF161	13q32.2	AF539427	NM_178861
HGNC:20308	RNF219	ring finger protein 219	Approved	C13orf7	FLJ13449	13q31.1	BC028586	NM_024546
HGNC:42700	RNF219-AS1	RNF219 antisense RNA 1	Approved	POU4F1-AS1		13q22.3-q31.1		
HGNC:10082	RNR1	RNA, ribosomal 45S cluster 1	Approved			13p12		
HGNC:39890	RNU1-16P	RNA, U1 small nuclear 16, pseudogene	Approved		U1.64	13q34		
HGNC:42504	RNU1-24P	RNA, U1 small nuclear 24, pseudogene	Approved		U1.41	13q33.1		
HGNC:42506	RNU2-6P	RNA, U2 small nuclear 6, pseudogene	Approved			13q14.13		
HGNC:42505	RNU2-7P	RNA, U2 small nuclear 7, pseudogene	Approved			13q12.11		
HGNC:42507	RNU4-9P	RNA, U4 small nuclear 9, pseudogene	Approved			13q12.11		
HGNC:42508	RNU4-10P	RNA, U4 small nuclear 10, pseudogene	Approved			13q22.1		
HGNC:42575	RNU4ATAC3P	RNA, U4atac small nuclear 3, pseudogene	Approved			13q31.3		
HGNC:42521	RNU5A-4P	RNA, U5A small nuclear 4, pseudogene	Approved			13q13.2		
HGNC:34282	RNU6-38P	RNA, U6 small nuclear 38, pseudogene	Approved	RNU6-38		13q22.2		
HGNC:42542	RNU6-52P	RNA, U6 small nuclear 52, pseudogene	Approved	RNU6-52		13q12.11		NR_046927
HGNC:42543	RNU6-53P	RNA, U6 small nuclear 53, pseudogene	Approved	RNU6-53		13q12.3		NR_046928
HGNC:42544	RNU6-54P	RNA, U6 small nuclear 54, pseudogene	Approved	RNU6-54		13q21.33		
HGNC:42545	RNU6-55P	RNA, U6 small nuclear 55, pseudogene	Approved	RNU6-55		13q11		NR_046929
HGNC:42546	RNU6-56P	RNA, U6 small nuclear 56, pseudogene	Approved	RNU6-56		13q13.3		NR_046930
HGNC:42547	RNU6-57P	RNA, U6 small nuclear 57, pseudogene	Approved	RNU6-57		13q14.11		NR_046931
HGNC:42548	RNU6-58P	RNA, U6 small nuclear 58, pseudogene	Approved	RNU6-58		13q12.12		NR_046932
HGNC:42549	RNU6-59P	RNA, U6 small nuclear 59, pseudogene	Approved	RNU6-59		13q12.11		NR_046933
HGNC:42550	RNU6-60P	RNA, U6 small nuclear 60, pseudogene	Approved	RNU6-60		13q14.2		
HGNC:42551	RNU6-61P	RNA, U6 small nuclear 61, pseudogene	Approved	RNU6-61		13q31.1		
HGNC:42552	RNU6-62P	RNA, U6 small nuclear 62, pseudogene	Approved	RNU6-62		13q32.1		
HGNC:42553	RNU6-63P	RNA, U6 small nuclear 63, pseudogene	Approved	RNU6-63		13q12.2		NR_046934
HGNC:42554	RNU6-64P	RNA, U6 small nuclear 64, pseudogene	Approved	RNU6-64		13q12.3		NR_046935
HGNC:42555	RNU6-65P	RNA, U6 small nuclear 65, pseudogene	Approved	RNU6-65		13q14.3		
HGNC:42556	RNU6-66P	RNA, U6 small nuclear 66, pseudogene	Approved	RNU6-66		13q22.1		NR_046936
HGNC:42557	RNU6-67P	RNA, U6 small nuclear 67, pseudogene	Approved	RNU6-67		13q31.1		NR_046937
HGNC:42558	RNU6-68P	RNA, U6 small nuclear 68, pseudogene	Approved	RNU6-68		13q14.13		NR_046938
HGNC:42559	RNU6-69P	RNA, U6 small nuclear 69, pseudogene	Approved	RNU6-69		13q14.12		NR_046939
HGNC:42560	RNU6-70P	RNA, U6 small nuclear 70, pseudogene	Approved	RNU6-70		13q12.2		
HGNC:42561	RNU6-71P	RNA, U6 small nuclear 71, pseudogene	Approved	RNU6-71		13q13.3		NR_046940
HGNC:42562	RNU6-72P	RNA, U6 small nuclear 72, pseudogene	Approved	RNU6-72		13q31.1		NR_046941
HGNC:42563	RNU6-73P	RNA, U6 small nuclear 73, pseudogene	Approved	RNU6-73		13q12.2		
HGNC:42564	RNU6-74P	RNA, U6 small nuclear 74, pseudogene	Approved	RNU6-74		13q14.11		
HGNC:42565	RNU6-75P	RNA, U6 small nuclear 75, pseudogene	Approved	RNU6-75		13q31.3		NR_046942
HGNC:42566	RNU6-76P	RNA, U6 small nuclear 76, pseudogene	Approved	RNU6-76, RNU6-1002P		13q11		NR_046943
HGNC:42567	RNU6-77P	RNA, U6 small nuclear 77, pseudogene	Approved	RNU6-77		13q31.1		
HGNC:42568	RNU6-78P	RNA, U6 small nuclear 78, pseudogene	Approved	RNU6-78		13q12.13		NR_046944
HGNC:42569	RNU6-79P	RNA, U6 small nuclear 79, pseudogene	Approved	RNU6-79		13q22.1		NR_046945
HGNC:42570	RNU6-80P	RNA, U6 small nuclear 80, pseudogene	Approved	RNU6-80		13q21.33		
HGNC:42571	RNU6-81P	RNA, U6 small nuclear 81, pseudogene	Approved	RNU6-81		13q21.31		NR_046946
HGNC:42572	RNU6-82P	RNA, U6 small nuclear 82, pseudogene	Approved	RNU6-82		13q12.2		NR_046947
HGNC:42573	RNU6-83P	RNA, U6 small nuclear 83, pseudogene	Approved	RNU6-83		13q32.3		NR_046948
HGNC:42616	RNU7-87P	RNA, U7 small nuclear 87 pseudogene	Approved			13q21.32		
HGNC:42617	RNU7-88P	RNA, U7 small nuclear 88 pseudogene	Approved			13q21.2		
HGNC:42618	RNU7-89P	RNA, U7 small nuclear 89 pseudogene	Approved			13q22.1		
HGNC:42478	RNY1P1	RNA, Ro-associated Y1 pseudogene 1	Approved			13q12.2		
HGNC:42479	RNY1P2	RNA, Ro-associated Y1 pseudogene 2	Approved			13q33.1		
HGNC:42480	RNY1P3	RNA, Ro-associated Y1 pseudogene 3	Approved			13q12.13		
HGNC:42481	RNY1P4	RNA, Ro-associated Y1 pseudogene 4	Approved			13q13.1		
HGNC:42482	RNY1P5	RNA, Ro-associated Y1 pseudogene 5	Approved			13q22.1		
HGNC:42483	RNY1P6	RNA, Ro-associated Y1 pseudogene 6	Approved			13q14.3		
HGNC:42484	RNY1P7	RNA, Ro-associated Y1 pseudogene 7	Approved			13q12.12		
HGNC:42485	RNY1P8	RNA, Ro-associated Y1 pseudogene 8	Approved			13q22.1		
HGNC:42486	RNY3P2	RNA, Ro-associated Y3 pseudogene 2	Approved			13q14.2		
HGNC:42487	RNY3P3	RNA, Ro-associated Y3 pseudogene 3	Approved			13q22.3		
HGNC:42488	RNY3P4	RNA, Ro-associated Y3 pseudogene 4	Approved			13q12.12		
HGNC:42489	RNY3P5	RNA, Ro-associated Y3 pseudogene 5	Approved			13q21.2		
HGNC:42490	RNY3P6	RNA, Ro-associated Y3 pseudogene 6	Approved			13q32.3		
HGNC:42491	RNY3P7	RNA, Ro-associated Y3 pseudogene 7	Approved			13q22.3		
HGNC:42492	RNY3P8	RNA, Ro-associated Y3 pseudogene 8	Approved			13q32.1		
HGNC:42493	RNY3P9	RNA, Ro-associated Y3 pseudogene 9	Approved			13q14.11		
HGNC:42494	RNY3P10	RNA, Ro-associated Y3 pseudogene 10	Approved			13q21.33		
HGNC:34058	RNY4P9	RNA, Ro-associated Y4 pseudogene 9	Approved			13q14.3		
HGNC:34064	RNY4P14	RNA, Ro-associated Y4 pseudogene 14	Approved			13q13.3		
HGNC:42474	RNY4P24	RNA, Ro-associated Y4 pseudogene 24	Approved			13q14.3		
HGNC:42495	RNY4P27	RNA, Ro-associated Y4 pseudogene 27	Approved			13q32.1		
HGNC:42496	RNY4P28	RNA, Ro-associated Y4 pseudogene 28	Approved			13q21.2		
HGNC:42497	RNY4P29	RNA, Ro-associated Y4 pseudogene 29	Approved			13q21.1		
HGNC:42498	RNY4P30	RNA, Ro-associated Y4 pseudogene 30	Approved			13q14.2		
HGNC:42499	RNY4P31	RNA, Ro-associated Y4 pseudogene 31	Approved			13q21.2		NG_032104
HGNC:34089	RNY5P8	RNA, Ro-associated Y5 pseudogene 8	Approved			13q33.1		
HGNC:42036	RPL5P31	ribosomal protein L5 pseudogene 31	Approved			13q14.3		
HGNC:35482	RPL7AP61	ribosomal protein L7a pseudogene 61	Approved			13q32.2		NG_010928
HGNC:41968	RPL7AP73	ribosomal protein L7a pseudogene 73	Approved			13q12.12		
HGNC:39455	RPL7L1P1	ribosomal protein L7 like 1 pseudogene 1	Approved			13q31.3		NG_009895
HGNC:39488	RPL7L1P6	ribosomal protein L7 like 1 pseudogene 6	Approved			13q32.3		NG_024947
HGNC:39811	RPL7L1P12	ribosomal protein L7 like 1 pseudogene 12	Approved			13q32.3		
HGNC:36143	RPL7P44	ribosomal protein L7 pseudogene 44	Approved			13q22.3		NG_010043
HGNC:35522	RPL7P45	ribosomal protein L7 pseudogene 45	Approved			13q33.2		NG_010625
HGNC:36168	RPL12P34	ribosomal protein L12 pseudogene 34	Approved			13q21.33		NG_010251
HGNC:36981	RPL13AP25	ribosomal protein L13a pseudogene 25	Approved			13q14.3		NG_012730
HGNC:36515	RPL15P18	ribosomal protein L15 pseudogene 18	Approved			13q32.3		NG_010118
HGNC:49100	RPL17P51	ribosomal protein L17 pseudogene 51	Approved			13q14.11		
HGNC:39850	RPL18AP17	ribosomal protein L18a pseudogene 17	Approved			13q21.33		
HGNC:35957	RPL18P10	ribosomal protein L18 pseudogene 10	Approved			13q14.2		NG_010943
HGNC:10313	RPL21	ribosomal protein L21	Approved		L21, FLJ27458, MGC71252, MGC104274, MGC104275, DKFZp686C06101	13q12.2	AB007176	NM_000982
HGNC:36313	RPL21P107	ribosomal protein L21 pseudogene 107	Approved			13q34		NG_009801
HGNC:35496	RPL21P108	ribosomal protein L21 pseudogene 108	Approved			13q22.1		NG_010398
HGNC:36388	RPL21P109	ribosomal protein L21 pseudogene 109	Approved			13q21.33		NG_010414
HGNC:35627	RPL21P110	ribosomal protein L21 pseudogene 110	Approved			13q21.33		NG_010419
HGNC:36564	RPL21P111	ribosomal protein L21 pseudogene 111	Approved			13q31.1		NG_010423
HGNC:36526	RPL21P112	ribosomal protein L21 pseudogene 112	Approved			13q32.1		NG_009638
HGNC:36625	RPL23AP69	ribosomal protein L23a pseudogene 69	Approved			13q12.13		NG_010001
HGNC:51632	RPL23AP97	ribosomal protein L23a pseudogene 97	Approved			13q34		
HGNC:36249	RPL26P34	ribosomal protein L26 pseudogene 34	Approved			13q12.12		NG_010568
HGNC:36544	RPL27AP8	ribosomal protein L27a pseudogene 8	Approved			13q14.2		NG_011272
HGNC:36842	RPL29P28	ribosomal protein L29 pseudogene 28	Approved			13q13.3		NG_011177
HGNC:36577	RPL29P29	ribosomal protein L29 pseudogene 29	Approved			13q31.2		NG_010587
HGNC:35749	RPL31P53	ribosomal protein L31 pseudogene 53	Approved			13q21.1		NG_010607
HGNC:36077	RPL31P54	ribosomal protein L31 pseudogene 54	Approved			13q22.3		NG_010636
HGNC:36328	RPL32P28	ribosomal protein L32 pseudogene 28	Approved			13q21.31		NG_010395
HGNC:36100	RPL34P26	ribosomal protein L34 pseudogene 26	Approved			13q14.3		NG_010834
HGNC:36369	RPL34P27	ribosomal protein L34 pseudogene 27	Approved			13q12.13		NG_011246
HGNC:36284	RPL35AP31	ribosomal protein L35a pseudogene 31	Approved			13q21.33		NG_010117
HGNC:35740	RPL35P7	ribosomal protein L35 pseudogene 7	Approved			13q33.3		NG_010519
HGNC:39402	RPL35P9	ribosomal protein L35 pseudogene 9	Approved			13q33.3		
HGNC:42648	RPL36P19	ribosomal protein L36 pseudogene 19	Approved			13q14.11		
HGNC:36256	RPL37P21	ribosomal protein L37 pseudogene 21	Approved			13q21.33		NG_010821
HGNC:35808	RPL39P29	ribosomal protein L39 pseudogene 29	Approved			13q33.1		NG_010848
HGNC:41973	RPLP1P13	ribosomal protein lateral stalk subunit P1 pseudogene 13	Approved			13q12.12		
HGNC:39770	RPP40P2	ribonuclease P/MRP subunit p40 pseudogene 2	Approved			13q21.2		NG_024931
HGNC:36761	RPS3AP44	ribosomal protein S3a pseudogene 44	Approved			13q12.13		NG_010660
HGNC:42004	RPS3AP52	ribosomal protein S3a pseudogene 52	Approved			13q21.33		
HGNC:36365	RPS4XP16	ribosomal protein S4X pseudogene 16	Approved	RPS4P16		13q14.3		NG_010070
HGNC:39581	RPS6P23	ribosomal protein S6 pseudogene 23	Approved			13q32.3		
HGNC:39903	RPS7P10	ribosomal protein S7 pseudogene 10	Approved			13q12.11		
HGNC:35906	RPS10P21	ribosomal protein S10 pseudogene 21	Approved			13q21.33		NG_011279
HGNC:35573	RPS12P23	ribosomal protein S12 pseudogene 23	Approved			13q12.11		NG_010945
HGNC:35561	RPS12P24	ribosomal protein S12 pseudogene 24	Approved			13q13.3		NG_010988
HGNC:36444	RPS20P32	ribosomal protein S20 pseudogene 32	Approved			13q12.13		NG_010130
HGNC:39705	RPS21P8	ribosomal protein S21 pseudogene 8	Approved			13q12.13		
HGNC:36368	RPS26P47	ribosomal protein S26 pseudogene 47	Approved			13q32.3		NG_011410
HGNC:36938	RPS28P8	ribosomal protein S28 pseudogene 8	Approved			13q14.11		NG_010096
HGNC:36641	RPSAP53	ribosomal protein SA pseudogene 53	Approved			13q21.32		NG_010038
HGNC:36373	RPSAP54	ribosomal protein SA pseudogene 54	Approved			13q12.11		NG_011364
HGNC:20420	RUBCNL	RUN and cysteine rich domain containing beclin 1 interacting protein like	Approved	C13orf18, KIAA0226L	FLJ21562	13q14.13	AK025215	NM_025113
HGNC:17318	RXFP2	relaxin/insulin like family peptide receptor 2	Approved	LGR8	GREAT, GPR106, INSL3R, RXFPR2	13q13.1	AF403384	NM_130806
HGNC:10519	SACS	sacsin molecular chaperone	Approved		ARSACS, KIAA0730, DKFZp686B15167, DNAJC29, SPAX6, PPP1R138	13q12.12	AF193556	NM_014363
HGNC:39835	SACS-AS1	SACS antisense RNA 1	Approved			13q12.12		
HGNC:39821	SALL4P4	spalt like transcription factor 4 pseudogene 4	Approved			13q34		
HGNC:10530	SAP18	Sin3A associated protein 18	Approved		SAP18p, 2HOR0202, MGC27131	13q12.11	U96915	NM_005870
HGNC:42037	SCAND3P1	SCAN domain containing 3 pseudogene 1	Approved			13q13.3		
HGNC:10573	SCEL	sciellin	Approved		FLJ21667, MGC22531	13q22.3	AF045941	NM_144777
HGNC:39895	SCEL-AS1	SCEL antisense RNA 1	Approved			13q22.3		
HGNC:10655	SCZD7	schizophrenia disorder 7	Approved			13q32		
HGNC:39261	SDAD1P4	SDA1 domain containing 1 pseudogene 4	Approved			13q12.12		
HGNC:20607	SERP2	stress associated endoplasmic reticulum protein family member 2	Approved	C13orf21	bA269C23.1	13q14.11	BC029067	NM_001010897
HGNC:24774	SERPINE3	serpin family E member 3	Approved			13q14.3	AX772926	NM_001101320
HGNC:33792	SERTM1	serine rich and transmembrane domain containing 1	Approved	C13orf36		13q13.3		NM_203451
HGNC:30088	SETD8P1	SET domain containing 8 pseudogene 1	Approved		SET07p	13q11		
HGNC:20263	SETDB2	SET domain bifurcated 2	Approved	C13orf4	CLLD8, CLLL8, KMT1F	13q14.2	AF334407	NM_031915
HGNC:10809	SGCG	sarcoglycan gamma	Approved	DMDA1, MAM, LGMD2C	SCARMD2, DAGA4, SCG3, DMDA, TYPE, A4, MGC130048	13q12.12	U34976	NM_000231
HGNC:20366	SHISA2	shisa family member 2	Approved	C13orf13, TMEM46	bA398O19.2, PRO28631, WGAR9166, hShisa	13q12.13		NM_001007538
HGNC:30553	SIAH3	siah E3 ubiquitin protein ligase family member 3	Approved		FLJ39203	13q14.13		NM_198849
HGNC:20262	SKA3	spindle and kinetochore associated complex subunit 3	Approved	C13orf3	MGC4832, RAMA1	13q12.11	AF361358	NM_145061
HGNC:26387	SLAIN1	SLAIN motif family member 1	Approved	C13orf32	FLJ30046	13q22.3	AK054608	NM_144595
HGNC:11057	SLC7A1	solute carrier family 7 member 1	Approved	ERR, ATRC1	CAT-1, HCAT1, REC1L	13q12.3	AF078107	NM_003045
HGNC:10906	SLC10A2	solute carrier family 10 member 2	Approved	ASBT, ISBT		13q33.1	U10417	
HGNC:10920	SLC15A1	solute carrier family 15 member 1	Approved		PEPT1, HPECT1, HPEPT1	13q32.2-q32.3	U13173	NM_005073
HGNC:35471	SLC25A5P4	solute carrier family 25 member 5 pseudogene 4	Approved			13q21.1		NG_009271
HGNC:10985	SLC25A15	solute carrier family 25 member 15	Approved	ORNT1, HHH	ORC1, D13S327	13q14.11	AF112968	NM_014252
HGNC:39843	SLC25A15P2	solute carrier family 25 member 15 pseudogene 2	Approved			13q12.11		
HGNC:39844	SLC25A15P3	solute carrier family 25 member 15 pseudogene 3	Approved			13q12.13		
HGNC:27371	SLC25A30	solute carrier family 25 member 30	Approved			13q14.13	AK074457	XM_170736
HGNC:42795	SLC25A30-AS1	SLC25A30 antisense RNA 1	Approved			13q14.13		
HGNC:42046	SLC35E1P1	solute carrier family 35 member E1 pseudogene 1	Approved			13q12.11		
HGNC:27501	SLC46A3	solute carrier family 46 member 3	Approved		DKFZp686A1775, FLJ42613	13q12.3		NM_181785
HGNC:20297	SLITRK1	SLIT and NTRK like family member 1	Approved	LRRC12	KIAA1910	13q31.1	AB067497	NM_052910
HGNC:20295	SLITRK5	SLIT and NTRK like family member 5	Approved	LRRC11	bA364G4.2, KIAA0918	13q31.2	AB020725	
HGNC:23503	SLITRK6	SLIT and NTRK like family member 6	Approved		FLJ22774	13q31.1	AK026427	NM_032229
HGNC:6774	SMAD9	SMAD family member 9	Approved	MADH6, MADH9	SMAD8, SMAD8/9	13q13.3		NM_005905
HGNC:39963	SMAD9-IT1	SMAD9 intronic transcript 1	Approved	SMAD9-AS1		13q13.3		
HGNC:39734	SMARCE1P5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 5	Approved			13q14.11		
HGNC:28776	SMIM2	small integral membrane protein 2	Approved	C13orf44	MGC5590	13q14.11	BC000868	
HGNC:42674	SMIM2-AS1	SMIM2 antisense RNA 1	Approved	C13orf44-AS1		13q14.11		
HGNC:41492	SMIM2-IT1	SMIM2 intronic transcript 1	Approved	C13orf44-IT1		13q14.11	AI476676	
HGNC:39674	SMPD4P2	sphingomyelin phosphodiesterase 4 pseudogene 2	Approved			13q12.11		
HGNC:32617	SNORA27	small nucleolar RNA, H/ACA box 27	Approved		ACA27	13q12.2	AJ609439	NR_002575
HGNC:32621	SNORA31	small nucleolar RNA, H/ACA box 31	Approved		ACA31, SNORA31A	13q14.13	AJ609441	NR_002967
HGNC:52201	SNORA31B	small nucleolar RNA, H/ACA box 31B	Approved			13q14.13		NR_145726
HGNC:51400	SNORA107	small nucleolar RNA, H/ACA box 107	Approved			13q31.1		NR_132852
HGNC:52246	SNORD13G	small nucleolar RNA, C/D box 13G	Approved			13q32.1		NR_145733
HGNC:52226	SNORD31B	small nucleolar RNA, C/D box 31B	Approved			13q33.3		NR_145739
HGNC:10099	SNORD102	small nucleolar RNA, C/D box 102	Approved	RNU102	U102	13q12.2	AY349603	NR_002574
HGNC:39666	SNRPFP3	small nuclear ribonucleoprotein polypeptide F pseudogene 3	Approved			13q21.33		
HGNC:39330	SNRPGP11	small nuclear ribonucleoprotein polypeptide G pseudogene 11	Approved			13q14.3		
HGNC:42039	SNRPGP14	small nuclear ribonucleoprotein polypeptide G pseudogene 14	Approved			13q14.2		
HGNC:39634	SNX18P26	sorting nexin 18 pseudogene 26	Approved			13q11		
HGNC:38115	SNX19P2	sorting nexin 19 pseudogene 2	Approved			13q11		NG_006945
HGNC:26026	SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2	Approved		FLJ20449, TEB1, bHLHe81, SPATA28	13q13.3	AK000456	NM_017826
HGNC:11189	SOX1	SRY-box 1	Approved			13q34		NM_005986
HGNC:11197	SOX21	SRY-box 21	Approved		SOX25	13q32.1	AF107044	NM_007084
HGNC:39807	SOX21-AS1	SOX21 antisense RNA 1 (head to head)	Approved			13q32.1		NR_046514
HGNC:35430	SP3P	Sp3 transcription factor pseudogene	Approved			13q31.2	BC036697	NG_004748
HGNC:29575	SPACA7	sperm acrosome associated 7	Approved	C13orf28		13q34	BC016750	NM_145248
HGNC:39446	SPATA2P1	spermatogenesis associated 2 pseudogene 1	Approved			13q21.1		
HGNC:23222	SPATA13	spermatogenesis associated 13	Approved		FLJ31208, ARHGEF29	13q12.12	AK055770	NM_153023
HGNC:39905	SPATA13-AS1	SPATA13 antisense RNA 1	Approved			13q12.12		
HGNC:30720	SPERT	spermatid associated	Approved		NURIT, CBY2	13q14.13	AK093129	NM_152719
HGNC:18514	SPG20	spastic paraplegia 20 (Troyer syndrome)	Approved		KIAA0610, TAHCCP1	13q13.3	AB011182	
HGNC:39933	SPG20-AS1	SPG20 antisense RNA 1	Approved	C13orf43, SPG20OS		13q13.3		NR_045180
HGNC:22993	SPG24	spastic paraplegia 24 (autosomal recessive)	Approved			13q14		
HGNC:11270	SPRY2	sprouty RTK signaling antagonist 2	Approved		hSPRY2	13q31.1	AF039843	
HGNC:14297	SPRYD7	SPRY domain containing 7	Approved	C13orf1	CLLD6	13q14.2	AF055016	NM_020456
HGNC:39672	SPTLC1P5	serine palmitoyltransferase long chain base subunit 1 pseudogene 5	Approved			13q22.3		
HGNC:49099	SQSTM1P1	sequestosome 1 pseudogene 1	Approved			13q21.31		
HGNC:49107	SRGNP1	serglycin pseudogene 1	Approved			13q22.3		
HGNC:39417	SRSF1P1	serine and arginine rich splicing factor 1 pseudogene 1	Approved			13q21.33		NG_011455
HGNC:39274	SSR1P2	signal sequence receptor subunit 1 pseudogene 2	Approved			13q22.2		
HGNC:39660	ST6GALNAC4P1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1	Approved			13q12.11		
HGNC:18487	ST13P4	ST13, Hsp70 interacting protein pseudogene 4	Approved	FAM10A4	FAM10A4P	13q14.2	XM_015959	NR_002183
HGNC:19164	STARD13	StAR related lipid transfer domain containing 13	Approved	LINC00464	GT650, DLC2, ARHGAP37	13q13.1	AL049801	NM_001243466
HGNC:40873	STARD13-AS	STARD13 antisense RNA	Approved	STARD13-AS2		13q13.1		NR_046693
HGNC:41453	STARD13-IT1	STARD13 intronic transcript 1	Approved			13q13.1		
HGNC:11360	STARP1	steroidogenic acute regulatory protein pseudogene 1	Approved		STARD1P1	13q21.32	U29106	
HGNC:11403	STK24	serine/threonine kinase 24	Approved		MST-3, MST3, MST3B, STK3, STE20	13q32.2	AF024636	NM_003576
HGNC:39935	STK24-AS1	STK24 antisense RNA 1	Approved			13q32.2		
HGNC:19420	STOML3	stomatin like 3	Approved		SRO, Epb7.2l	13q13.2	BC025760	
HGNC:11448	SUCLA2	succinate-CoA ligase ADP-forming beta subunit	Approved			13q14.2	AF058953	
HGNC:39965	SUCLA2-AS1	SUCLA2 antisense RNA 1	Approved			13q14.2		
HGNC:16987	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	Approved		SGT1	13q14.3	AF068289	NM_001130912
HGNC:20513	SUGT1P3	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 3	Approved	SUGT1L1		13q14.11		
HGNC:20596	SUPT20H	SPT20 homolog, SAGA complex component	Approved	C13orf19, FAM48A	SPT20, bA421P11.4, P38IP	13q13.3	AF093250	NM_017569
HGNC:39848	TARDBPP2	TAR DNA binding protein pseudogene 2	Approved			13q21.2		
HGNC:39256	TATDN2P3	TatD DNase domain containing 2 pseudogene 3	Approved			13q12.12		NG_024898
HGNC:19165	TBC1D4	TBC1 domain family member 4	Approved		KIAA0603, AS160, DKFZp779C0666	13q22.2	AB011175	NM_014832
HGNC:39582	TCEAL4P1	transcription elongation factor A like 4 pseudogene 1	Approved			13q13.3		
HGNC:20612	TDRD3	tudor domain containing 3	Approved		FLJ21007	13q21.2	AK023578	NM_030794
HGNC:39686	TERF1P5	telomeric repeat binding factor 1 pseudogene 5	Approved			13q11		
HGNC:33586	TET1P1	tet methylcytosine dioxygenase 1 pseudogene 1	Approved	CXXC6P1		13q31.2		NG_006594
HGNC:28622	TEX26	testis expressed 26	Approved	C13orf26	MGC40178	13q12.3	BC030277	NM_152325
HGNC:42784	TEX26-AS1	TEX26 antisense RNA 1	Approved	LINC00447		13q12.3	BC042736	NR_038288
HGNC:20370	TEX29	testis expressed 29	Approved	C13orf16	bA474D23.1, MGC35169	13q34	BC029889	NM_152324
HGNC:25188	TEX30	testis expressed 30	Approved	C13orf27		13q33.1	AF070559	NM_138779
HGNC:11749	TFDP1	transcription factor Dp-1	Approved		Dp-1, DRTF1, DP1, DILC	13q34	BC011685	NM_007111
HGNC:20324	TGDS	TDP-glucose 4,6-dehydratase	Approved		TDPGD, SDR2E1	13q32.1	AF048686	NM_014305
HGNC:39570	THAP12P6	THAP domain containing 12 pseudogene 6	Approved	PRKRIRP6		13q12.13		
HGNC:39741	THAP12P10	THAP domain containing 12 pseudogene 10	Approved	PRKRIRP10		13q14.2		NG_024925
